,date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation,region
424,2020-07-31,5.9,1.3876,4.2519458057077,1.0332749562171637,-25.535000000000004,-26.5,-28.000000000000004,-17.599999999999998,-6.0,-21.4,SIN
425,2020-01-31,5.9,1.34715,4.37961622684928,1.0405643738977086,-22.758,-23.7,-21.6,-16.8,0.5,-16.7,SIN
426,2019-07-31,5.8,1.3613,4.2606332182473,1.0104529616725,-25.8,-25.8,-23.1,-12.2,-1.1,-15.9,SIN
427,2019-01-31,5.8,1.3559,4.2776015930378,1.0394265232975,-23.3,-22.0,-24.0,-11.1,-0.7,-18.8,SIN
428,2018-07-31,5.8,1.35585,4.2777593391599,1.0526315789474,-22.4,-21.2,-25.0,-14.0,2.5,-18.2,SIN
429,2018-01-31,5.8,1.32255,4.3854674681487,1.0984848484848,-16.941904012336,-13.670970113242,-22.96966205575,-11.497743683294,12.539405057738,-14.267961654043,SIN
430,2017-07-31,5.6,1.3777,4.0647455904769,1.0566037735849,-23.306686972134,-21.425595413485,-22.604676096594,-8.7133919625642,6.7325202950181,-13.111076230236,SIN
431,2017-01-31,5.6,1.43875,3.892267593397,1.1067193675889,-23.077715545513,-21.143284244136,-19.65722706326,-3.8089251397648,-1.5176464803339,-15.682695483619,SIN
432,2016-07-31,5.45,1.3577,4.0141415629373,1.0813492063492,-20.354334068704,-18.384595362589,-19.720186211469,-5.997573527842,-4.2390626964192,-10.732202384324,SIN
433,2016-01-31,4.7,1.43725,3.2701339363368,0.95334685598377,-33.668682832926,-34.73497157344,-29.394946836332,-29.400952630038,-12.785035194043,-27.931376912287,SIN
434,2015-07-31,4.7,1.3664,3.4396955503513,0.9812108559499,-28.190072017718,-29.149928602654,-25.876339942609,-30.081596976801,-2.6526727027395,-21.869256258634,SIN
435,2015-01-31,4.7,1.33315,3.5254847541537,0.9812108559499,-26.399065675288,-27.735925940947,-28.702465951713,-29.917299865707,-3.4058012691148,-23.803177607469,SIN
436,2014-07-31,4.7,1.238,3.7964458804523,0.98018769551616,-20.824903431651,-22.036937487952,-34.154621728122,-32.396454942687,-1.9884487375137,-16.716388385195,SIN
437,2014-01-31,4.6,1.27885,3.596981663213,0.99477383312309,-22.213407895915,-22.914431638016,-33.835069959827,-30.028637346604,17.025613501847,-23.831266011678,SIN
438,2013-07-31,4.7,1.2747,3.6871420726445,1.0314557425018,-19.082470973419,-19.766593859313,-27.346667305485,-16.882473610109,11.82697907021,-14.22037356612,SIN
